0,111453
13,71512
0,100835
13,4495
0,55720
13,67704
0,39644
13,17842
0,116987
13,48434
0,40896
13,20494
0,70060
13,39576
0,8035
13,19159
0,97984
13,44701
0,87276
13,87003
0,5666
13,84005
0,79892
13,76870
0,76855
13,102058
0,84778
13,101207
0,10854
13,19159
0,76695
13,20487
18,7780
18,1714
18,97006
18,1779
18,49459
18,32705
18,2104
18,61607
18,74568
18,74702
18,114169
18,100650
18,107182
18,51826
18,24700
18,104294
8,21013
8,40122
8,93625
8,20276
8,37224
8,100633
8,43474
8,37483
8,114311
8,95706
8,93631
8,62253
8,12350
8,94493
8,99693
8,38108
19,60587
19,41236
19,96157
19,38258
19,66657
1,30864
19,99085
1,50152
19,17747
19,59226
1,94761
19,18638
1,70260
19,98174
1,71446
19,69603
1,42045
19,37248
1,41301
1,81595
19,31976
1,96744
19,36620
1,91752
19,13362
19,38142
1,38847
1,49554
1,53852
1,84640
1,86714
1,93206
14,32877
14,64445
14,9562
14,95110
14,66681
14,107281
14,79242
14,84860
14,60516
14,46298
14,43331
14,13375
14,86869
14,17731
14,23030
14,52443
10,65079
10,38991
10,39219
10,50247
10,113121
10,1645
10,58934
10,113372
10,102039
10,76822
10,70558
10,33568
10,75436
10,76595
10,51201
10,114175
20,113519
20,106780
20,11033
20,104461
20,6438
20,590
20,55728
20,62253
20,93625
20,105362
20,1724
20,3286
20,16314
20,2496
20,46972
20,89849
2,32279
2,3965
2,112795
2,21691
2,31507
2,55985
2,45719
2,67087
2,9913
2,12785
2,110104
2,51247
2,70173
2,24012
2,17212
2,83986
15,18721
15,103015
15,108007
15,76672
15,27460
15,3094
15,11585
15,46163
15,90541
15,14131
15,2466
15,11945
15,87246
15,92775
15,71646
15,111100
11,108031
11,107458
11,46092
11,92624
11,79851
11,13228
11,88615
11,103919
11,40040
11,22844
11,22030
11,64180
11,88949
11,80457
11,99960
11,65754
3,8904
3,112465
3,1634
3,68792
3,43214
3,48837
3,11513
3,93457
3,61987
3,70617
3,17795
3,117137
3,100072
3,32747
3,59375
3,75633
21,86548
21,80536
21,68417
21,114959
21,12250
21,28086
21,40847
21,94771
21,22815
21,87959
21,86541
21,20140
21,29179
21,7143
21,108267
21,90835
17,113401
17,31456
17,19314
17,95212
17,64427
17,37909
17,68576
17,110680
17,67579
17,114026
17,109067
17,69603
17,58336
17,114396
17,60298
17,64808
30,24942
30,47819
30,53487
30,44673
30,22867
30,34212
30,52679
30,83358
30,82607
30,18790
30,89054
30,107706
30,30697
30,66967
30,95140
30,101663
4,37027
4,36234
4,3448
4,29976
4,37601
4,92894
4,62544
4,77604
4,111242
4,21134
4,66569
4,103630
4,77591
4,98889
4,79705
4,41202
22,73430
22,75568
22,20577
22,62399
22,51167
22,46888
22,39830
22,69766
22,79773
22,26476
22,9826
22,10637
22,113169
22,59613
22,47158
22,44272
36,65422
36,18790
36,2149
36,58418
36,48096
36,74155
36,49489
36,102211
36,29337
36,104606
36,108025
36,63509
36,93813
36,41702
36,3375
36,86529
31,3654
31,52
31,53487
31,110775
31,71706
31,36318
31,109242
31,75854
31,40310
31,113534
31,48313
31,80248
31,65700
31,90298
31,22439
31,101760
5,14157
5,38982
5,8835
5,81767
5,76746
5,83305
5,48323
5,19495
5,12484
5,61536
5,24816
5,95116
5,94016
5,15983
5,70761
5,112379
33,77598
33,64683
33,114476
33,7477
33,79705
33,24181
33,60572
33,94823
33,95844
33,66693
33,22246
33,81906
33,91979
33,99075
33,95932
33,36053
40,64580
40,88501
40,80867
40,91704
40,100695
40,73321
40,102082
40,114037
40,44843
40,77315
40,115425
40,21943
40,62248
40,58568
40,27133
40,106345
24,58355
24,30033
24,102817
24,60297
24,104689
24,110415
24,112138
24,11944
24,78984
24,5486
24,57534
24,109281
24,86371
24,11424
24,6160
24,63460
66,112911
66,102809
66,79948
66,72567
66,90376
66,102110
66,70557
66,1543
66,16679
66,32945
66,16731
66,75646
66,98872
66,22072
66,46184
66,66080
34,101956
34,100022
34,102854
34,73332
34,22442
34,99
34,112610
34,28843
34,112045
34,86267
34,17524
34,94709
34,23610
34,20292
34,79859
34,87790
65,79217
65,83227
65,91400
65,9979
65,113767
65,113771
65,9281
65,78164
65,79219
65,56513
65,64775
65,112630
65,28765
65,10200
65,108648
65,66787
27,89940
27,75796
27,36245
27,81887
27,49458
27,110257
27,74713
27,13368
27,51357
27,34639
27,116428
27,90591
27,25764
27,66667
27,88925
27,32880
59,54678
59,40325
59,69094
59,111372
59,22872
59,108350
59,108338
59,18589
59,106263
59,111371
59,100820
59,71761
59,24560
59,10229
59,50092
59,116768
29,89612
29,79934
29,34715
29,26532
29,3991
29,96597
29,86932
29,16119
29,4086
29,68614
29,11930
29,8808
29,78910
29,4088
29,112828
29,50458
51,105874
51,91070
51,32555
51,1906
51,16067
51,65701
51,115426
51,110215
51,57578
51,47750
51,116592
51,80832
51,24937
51,93149
51,8573
51,33888
79,101204
79,67848
79,51675
79,48490
79,12460
79,70369
79,35303
79,77067
79,35565
79,63642
79,38344
79,71984
79,93742
79,24309
79,50423
