0,94962
0,67729
0,69329
0,36939
0,74611
0,50123
0,17086
0,117476
0,67438
0,72398
1,89465
1,49537
1,60696
1,108936
1,85300
1,70796
1,113263
1,101811
1,27370
1,100814
2,64614
2,62530
2,5404
2,108466
2,110582
2,53407
2,83072
2,28232
2,61467
2,31431
3,13282
3,110256
3,82407
3,17870
3,89588
3,87547
3,101876
3,102510
3,35012
3,6656
4,40443
4,34991
4,87568
4,44502
4,4506
4,42477
4,88761
4,81671
4,73205
4,26997
5,61048
5,74434
5,87739
5,110199
5,82631
5,48849
5,5360
5,22421
5,105088
5,115384
8,101558
8,50309
8,16656
8,78979
8,107520
8,84115
8,63581
8,53222
8,114808
8,51395
10,58760
10,24054
10,97734
10,29459
10,29745
10,21824
10,83034
10,65013
10,44817
10,53809
11,82583
11,64751
11,104902
11,15205
11,53927
11,80340
11,28708
11,4505
11,8999
11,67053
13,107552
13,7545
13,104473
13,109659
13,78295
13,41945
13,101095
13,8905
13,83682
13,48785
14,46778
14,75483
14,94841
14,9888
14,110573
14,81427
14,64200
14,7859
14,66220
14,18873
15,41477
15,111721
15,73314
15,71386
15,81373
15,63999
15,81373
15,114154
15,75280
15,26857
17,63599
17,660
17,67192
17,57782
17,72129
17,26601
17,75460
17,76125
17,10222
17,112195
18,73283
18,59779
18,14354
18,95728
18,80232
18,54707
18,18923
18,97860
18,63756
18,86211
19,16111
19,44528
19,45690
19,65159
19,76431
19,55911
19,20640
19,82628
19,98924
19,74451
20,107415
20,21231
20,32176
20,78733
20,110792
20,40050
20,107250
20,55189
20,64299
20,66146
21,9906
21,94021
21,27475
21,21506
21,108706
21,64751
21,86384
21,27511
21,86212
21,82600
22,66272
22,96213
22,79319
22,96884
22,118271
22,4888
22,80733
22,7226
22,36310
22,8650
24,83455
24,87567
24,56111
24,113146
24,114820
24,47244
24,8821
24,11935
24,117878
24,46499
27,45687
27,62129
27,81539
27,88765
27,9887
27,110199
27,47821
27,14369
27,91855
27,53949
29,3707
29,115220
29,83703
29,97761
29,35040
29,4524
29,52394
29,30296
29,21664
29,108408
30,10313
30,3094
30,98999
30,288
30,78863
30,49273
30,47844
30,23636
30,27039
30,37618
31,33785
31,33284
31,117795
31,97199
31,69779
31,78842
31,1838
31,99207
31,80610
31,24816
33,93885
33,6422
33,39719
33,95655
33,9955
33,20877
33,17813
33,37745
33,53807
33,2505
34,1161
34,11087
34,69788
34,33995
34,22521
34,56256
34,102411
34,24319
34,100196
34,44170
36,2605
36,80415
36,110242
36,87551
36,94039
36,9983
36,98736
36,75811
36,46490
36,60903
40,39639
40,7933
40,57024
40,71778
40,48443
40,16995
40,97313
40,22957
40,85743
40,71134
52,54360
52,64225
52,57098
52,38868
52,62802
52,101106
52,41903
52,102230
52,116424
52,97699
53,49931
53,290
53,42740
53,46923
53,39668
53,10940
53,117494
53,23495
53,29653
53,38600
60,67292
60,82718
60,10471
60,9977
60,31305
60,82860
60,66286
60,88787
60,60151
60,99263
66,90016
66,94246
66,15379
66,99308
66,64522
66,108553
66,96478
66,53061
66,94313
66,115741
67,116282
67,117194
67,104803
67,87577
67,76350
67,71174
67,24057
67,33065
67,95213
67,31720
77,104501
77,60807
77,104493
77,55390
77,116652
77,98349
77,84049
77,89851
77,20090
77,7597
80,57043
80,92426
80,6175
80,15728
80,59181
80,49060
80,105276
80,42094
80,53939
80,32868
99,69081
99,8814
